comment_sen,score
玩不了要玩的游戏还不给退，~吗？连游戏都没玩过，就插电打开的程度，包装都在，配件齐全，1800~,0
"流畅度：很流畅，喜欢。
运行速度：开机很快。 打开程序也很快。哈哈。
稳定性：没有出现过闪退什么的。很满意。
画面效果：画质很好，很清晰，投放到电视也一样清晰。
外形外观：外观没多大区别很国外的，手感很好。
产品包装：包装完好，没有磕碰。物流很快。第二天到的货。很好",2
预约+0点购买 为啥没有搽机布或者是抽绳袋啊,1
不知道该怎么评价，买的时候看有跟存储卡打包的套餐就买了，但国行就三个游戏，你给我配这么个存储卡我拿来装什么游戏？就是被这个卡误导了，以为可以直接买数字版的游戏&hellip;结果只有三个，产品应该是没有问题的，只不过我拿那个卡真的是没用啊,0
"居然会买了这么贵的一块砖
唯一优点就是疫情期间也能这么快送货",1
"产品包装：包装很完整
外形外观：和想象中一样
稳定性：十分顺畅",2
就一个游戏，都两个多月没有更新游戏了,0
不要做烈士，都给我去淘国外版本,0
不给退。全体先死个妈,0
续航能力太有问题，我半夜最低亮度玩宝可梦剑只能玩5小时左右，而且套餐里的贴膜也很差劲，屏幕颜色都变蓝了，也很暗,1
"流畅度：游戏运行没问题，国行目前也就三个游戏，买来和女朋友玩，玩得很开心。
运行速度：运行速度很快，运行速度还ok，运行速度还比较满意。
产品包装：包装很完整，买之前还担心***，到手后没有翻车，很值得购买
稳定性：目前没有闪退过。昨天也没有闪退过，前天也没有闪退过
外形外观：外观很好看，我觉得外观还不错，挺不错的
画面效果：画面很好啊，掌机720p 主机也可以稳定1080p。",2
我，首发买的，首发当晚改套餐很恶心，还好我发现了，退款换套餐，然后就是发布一个多月了还是只有一个游戏?，吐了，宣传说数周后会上马车奥德赛塞尔达，结果呢，特意等了这么久才评论，上新游戏不存在的，烈士墙上有我名，已经吃灰一个月，对于那些说买卡带的没啥好说的，送你们几个字，w.d.n.m??,0
非常**，刚下单就送闪存卡。。。只有给差评了！！！,1
"流畅度：专用游戏机，不不在流畅度不好的说法。
产品包装：包装一般，比较简陋，类似一般品牌的大型家电包装。达不到大部分手机的开箱体验。
外形外观：做工一般，塑料感挺强的。松松垮垮的。
以上NS都是这样，别指望有啥惊喜。
目前来看，国行目前是比差的版本。你不能指望审核速度赶上同步全球，目前过审的游戏也不多(1个)，DLC也不支持，没有联网游戏功能。别说没关系，你花的钱并没有更少，但是得到的服务是少很多的。我们可以不用，但你不能没有，毕竟钱是没比别人少花的。想入的慎重考虑，等等党最后的倔强。
入了少个念想，之后出了新款，不做等等党了。",1
国行机还可以就是游戏是真的少就一个，已经开始吃灰,1
"外形外观：很惊艳 特别漂亮 第一眼看上就爱了
产品包装：包装特别的好 一层层保护着
流畅度：只能用一个词来形容 丝滑
画面效果：画面效果很棒的
稳定性：无延迟 很稳
运行速度：很快",2
作为一个游戏门外汉，纯粹买回来和家人玩体感游戏。因为游戏更新快，选择了switch。因为省心选择了国行版，因为放心选择了京东。机器第二天就到手，红蓝颜值很高，手感也好。舞力全开的游戏还在快递路上，期待到后和家人体验。完全没有失望。,2
"流畅度：还没有买游戏，玩了下体验游戏，流畅速度没问题。
运行速度：游戏启动速度也很快。
稳定性：刚玩，还需要一段时间观察。
画面效果：没有接电视试过呢，用自带的屏幕，看着很清晰的。
外形外观：看着很漂亮。
产品包装：产品包装不错。
手柄的话，看每个人的习惯了，感觉还是小时候用的那种手柄有感觉。也许试用一段时间久习惯了。",2
"流畅度：可以
运行速度：可以
稳定性：才玩几天不评价
画面效果：还行
外形外观：过得去
产品包装：可以
唯一美中不足！没有游戏玩&hellip;&hellip;&hellip;没有游戏玩！！没有！！游戏！&hellip;玩&hellip;",1
买之前犹豫了好久，觉得这么大岁数了还玩额超级玛丽实在是不好意思，后来又忍不住买了，十分喜欢，想起了小时候玩的电脑版，充满了童年的回忆，国行也不错，反正我也没时间去折腾外服，就国产几款够玩就行。当然，也希望赶紧上其他的游戏。,2
开机红屏，和日版（感觉一天一个价）的没什么不同，贴膜也很好（就是贴膜技术不行，自己贴的起泡泡），哈哈哈！一次不错的购物，客服也很有耐心教学。,2
纠结了好久还是买了灰色的，抗疫时期在家太闲了买来打发时间，马力欧游戏画面很可爱，可能这样的游戏已经不太适合我这样的大龄青年了，所以希望腾讯快快引进塞尔达，以及其他好玩的游戏。最后希望这场新冠疫情赶快过去大家健康平安！,2
"流畅度：小小的机器感觉很方便，方便携带，还可以插电视。
运行速度：运行速度基本满意，应该和卡的速度成正比。
稳定性：稳定性可以，没有出现死机。
画面效果：画面满意，如果能用上最新的高端芯片，我觉得这种移动端的画面可以更强。
外形外观：外观喜欢。
产品包装：包装踏实。
手柄还是得另买握持的比较好。",2
劝大家不要买，什么七天无理由，骗人的，说拆了就不给退，谁买东西不拆呢，我想请问一下？游戏机只有一个游戏，其他的都不能玩，不要买,0
已经按上去了 用这个比较舒服 画面非常精致 看着也好看 包装完好,2
越想越气，来个差评，游戏太少，坑玩家，在家吸灰。奉劝大家别买。,0
"第一次买游戏机，直接上全套，为了玩四个人的马里奥派对，为了质量保障买了国行，开封很满意，希望快点出更多游戏，支持国行，一定越来越好，希望尽快能可以玩动森
画面效果：非常满意，音效超值
外形外观：很好看，很满意，质量上乘
流畅度：完全没问题",2
物流特别快，终于买到心心念念的游戏机，值得拥有。非常喜欢。非常好。,2
大家太坑了，国行的不要买呀！只有一款游戏不说，还无法联机游戏，大家请注意，请注意。,0
外形外观：做工精致。手感卓越。山姆会员店裸机卖1999元，但是没有任何赠品，看了京东，卖2398这款，自带价值299元的正版游戏，然后还送包送膜，送128G内存卡，竟然还送了一对方向盘，非常划算！建议买的时候先买这款送&ldquo;超级马力欧奥德赛&rdquo;的，这样最划算，客服说其他款的不送包和膜，这个膜质量还挺好的，老包装品质是日本进口的感觉，设计上非常方便自己动手安装，我一个手残党竟然按照图示贴膜以后没有气泡，开森。,2
妈的坑货   再见看照片,0
"我心心念念的SWITCH终于到了
虽然是国行，但是其他版本的玩起来太麻烦就首选啦
刚到的新机子有自带马里奥试玩版，光换人物就玩了好久
等之后的游戏卡带到手，期待后面的上手感觉了。
再夸一下京东物流是真的给力，过年期间还如此迅速。
流畅度：非常稳定很满意
运行速度：非常好
稳定性：非常好
画面效果：任天堂的画面效果很赞
外形外观：很高级很好看
产品包装：很满意",2
之前已经买了一台了，这次给媳妇买一台，很不错。期待国行越来越好,2
这个switch国行版咋评价呀？评价机器本身吗？反正就机器而言是新的，运行没问题就是好机器。但我运行机器是干嘛的呢... 总之目前上架的游戏只有一款《马里奥 U》，另外两款《马里奥赛车8》和《马里奥 奥德赛》在3月12号刚刚过审，就是这么个情况。虽说插卡可以玩，但DLC一类的扩展内容就别想了。,1
客户态度差的一批 东西也是垃圾,0
只有一个马里奥，但是我还不喜欢玩，现在就是个板砖。当初抱着相信tx的想法入了国行，真是**了。港服那边已经支持***支付了，真是虚假的国行！?,0
"流畅度：很好
运行速度：快速
稳定性：总觉得手柄有时候离线，感应不到
画面效果：很好
外形外观：时尚大气
产品包装：外观简洁，用料扎实。
已经使用一段时间才来评价的。买国行的真的值得鼓掌！我们需要掌声，撑国行。怎么说任天堂和中国的合作，国人怎么可以不支持。虽然我们没有很多游戏，但相信以后会越来越好的。希望腾讯携手任天堂越走越远啊。疫情期间在京东买的，第二天就送到家了，就奔这一点怎么不选择国行。",2
游戏商品只有5款。,0
收到货少了一件，问商家说让问平台客服，问平台客服让我申请售后，又回到商家，还是走退换货，太扯淡了。。。。,0
国行根本不可能过审任何一款游戏，要是以后上架其他游戏我奥利给干了。我现在想购买塞尔达DCL都不行，难受得一批。,0
